account,permitID,agencyID,permitStatus,desc,permitType,issueDate,year,siteNo,siteStreet,siteSuffix,streetAddress,fullAddress,lon,lat,address,zip
3.51E+11,1421833,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/29/2014,2015,510,27TH,ST,510 27TH ST,"510 27TH ST, Houston, Texas",-95.39292,29.811204,"510 e 27th st, houston, tx 77008, usa",77008
5.30E+11,1215094,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,12/28/2009,2010,1914,SOUTH,BL,1914 SOUTH BL,"1914 SOUTH BL, Houston, Texas",-95.4059267,29.7269549,"1914 south blvd, houston, tx 77098, usa",77098
7.11E+11,1269414,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/11/2011,2012,5630,FINCH,ST,5630 FINCH ST,"5630 FINCH ST, Houston, Texas",-95.3094132,29.8290318,"5630 finch st, houston, tx 77028, usa",77028
7.62E+11,1426324,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/8/2014,2015,9310,BEAN,ST,9310 BEAN ST,"9310 BEAN ST, Houston, Texas",-95.2704232,29.8485316,"9310 bean st, houston, tx 77028, usa",77028
1.31E+12,1293217,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,12/21/2011,2012,4214,G,ST,4214 G ST,"4214 G ST, Houston, Texas",-95.5928696,29.7126437,"4214 g st, houston, tx 77072, usa",77072
7.31E+11,1126490,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/19/2007,2008,1303,CHIPPENDALE,RD,1303 CHIPPENDALE RD,"1303 CHIPPENDALE RD, Houston, Texas",-95.4327628,29.8227205,"1303 chippendale rd, houston, tx 77018, usa",77018
7.62E+11,1135650,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,1/14/2008,2009,2014,SUFFOLK,DR,2014 SUFFOLK DR,"2014 SUFFOLK DR, Houston, Texas",-95.4478469,29.7458317,"2014 suffolk dr, houston, tx 77027, usa",77027
2.50E+11,1199744,CITY OF HOUSTON,Complete,DEMO  FUTURE REMODEL (ONLY),Residential Demolition,7/17/2009,2010,1401,WENTWORTH,ST,1401 WENTWORTH ST,"1401 WENTWORTH ST, Houston, Texas",-95.3812567,29.7294928,"1401 wentworth st, houston, tx 77004, usa",77004
6.51E+11,1127438,CITY OF HOUSTON,Complete,DEMO RESIDENTIAL ( STORAGE SHED ONLY ),Residential Demolition,11/5/2007,2008,826,DORCHESTER,ST,826 DORCHESTER ST,"826 DORCHESTER ST, Houston, Texas",-95.3602216,29.8228145,"826 dorchester st, houston, tx 77022, usa",77022
1.02E+11,1275017,CITY OF HOUSTON,Complete,DEMO,Residential Demolition,6/21/2011,2013,5213,KIAM,ST,5213 KIAM ST,"5213 KIAM ST, Houston, Texas",-95.415128,29.781126,"5213 kiam st, houston, tx 77007, usa",77007
7.51E+11,1192816,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,4/15/2009,2010,10918,ROARING BROOK,LN,10918 ROARING BROOK LN,"10918 ROARING BROOK LN, Houston, Texas",-95.505026,29.7691747,"10918 roaring brook ln, houston, tx 77024, usa",77024
3.51E+11,2,CITY OF HOUSTON,Complete,DEMO DUPLEX/SEWER DISC,Residential Demolition,6/25/2007,2008,830,24TH,ST,830 24TH ST,"830 24TH ST, Houston, Texas",-95.3881884,29.8079743,"830 e 24th st, houston, tx 77009, usa",77009
1.30E+12,1144036,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,5/20/2008,2010,7709,SAN FELIPE,ST,7709 SAN FELIPE ST,"7709 SAN FELIPE ST, Houston, Texas",-95.5043306,29.7500354,"7709 san felipe st, houston, tx 77063, usa",77063
5.52E+11,1185168,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/7/2009,2010,1518,BLAND,ST,1518 BLAND ST,"1518 BLAND ST, Houston, Texas",-95.435899,29.860998,"1518 bland st, houston, tx 77091, usa",77091
9.16E+11,1399472,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC                 POOL ONLY,Residential Demolition,5/1/2014,2015,1726,NOCTURNE,LN,1726 NOCTURNE LN,"1726 NOCTURNE LN, Houston, Texas",-95.5481317,29.8027906,"1726 nocturne ln, houston, tx 77043, usa",77043
3.01E+11,4,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/25/2007,2008,1402,BIRDSALL,ST,1402 BIRDSALL ST,"1402 BIRDSALL ST, Houston, Texas",-95.4199638,29.7734134,"1402 birdsall st, houston, tx 77007, usa",77007
3.50E+11,1384099,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/9/2014,2015,1001,CAVALCADE,ST,1001 CAVALCADE ST,"1001 CAVALCADE ST, Houston, Texas",-95.3573554,29.8034523,"1001 cavalcade st, houston, tx 77009, usa",77009
4.10E+11,1136238,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,Commercial Demolition,2/7/2008,2009,5048,CALHOUN,RD,5048 CALHOUN RD,"5048 CALHOUN RD, Houston, Texas",-95.341474,29.713626,"5048 calhoun rd, houston, tx 77004, usa",77004
22210000009,1390904,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/3/2014,2015,2706,BELL,ST,2706 BELL ST,"2706 BELL ST, Houston, Texas",-95.3531646,29.7440953,"2706 bell st, houston, tx 77003, usa",77003
9.42E+11,1220391,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/12/2010,2011,12619,TAYLORCREST,RD,12619 TAYLORCREST RD,"12619 TAYLORCREST RD, Houston, Texas",-95.5538733,29.7722542,"12619 taylorcrest rd, houston, tx 77024, usa",77024
3.50E+11,1122476,CITY OF HOUSTON,Complete,DEMO,Commercial Demolition,12/4/2007,2008,741,8TH 1/2,ST,741 8TH 1/2 ST,"741 8TH 1/2 ST, Houston, Texas",-95.3882751,29.7864727,"741 e 8 1/2 st, houston, tx 77007, usa",77007
1.15E+12,2,ERROR: KEY NOT FOUND,Complete,RESIDENTIAL DEMO,Residential Demolition,1/1/2011,2011,5655,DE SOTO,ST,5655 DE SOTO ST,"5655 DE SOTO ST, Houston, Texas",-95.471185,29.853752,"5655 de soto st, houston, tx 77091, usa",77091
2.92E+11,1307894,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/30/2012,2013,2421,MORSE,ST,2421 MORSE ST,"2421 MORSE ST, Houston, Texas",-95.405246,29.743877,"2421 morse st, houston, tx 77019, usa",77019
3.91E+11,1367931,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/28/2013,2014,1317,ALEXANDER,ST,1317 ALEXANDER ST,"1317 ALEXANDER ST, Houston, Texas",-95.40862,29.7949908,"1317 alexander st, houston, tx 77008, usa",77008
7.61E+11,1343896,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/28/2013,2013,5609,ANNUNCIATION,ST,5609 ANNUNCIATION ST,"5609 ANNUNCIATION ST, Houston, Texas",-95.3070036,29.8844781,"5609 annunciation st, houston, tx 77016, usa",77016
8.24E+11,1426764,CITY OF HOUSTON,Complete,RESIDENTIAL INTERIOR DEMO 2006 IRC,Residential Demolition,12/1/2014,2015,862,SARA ROSE,ST,862 SARA ROSE ST,"862 SARA ROSE ST, Houston, Texas",-95.4190534,29.8199915,"862 sara rose st, houston, tx 77018, usa",77018
1.23E+12,17,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/19/2008,2009,1811,NORTHWOOD,ST,1811 NORTHWOOD ST,"1811 NORTHWOOD ST, Houston, Texas",-95.3781436,29.805141,"1811 northwood st, houston, tx 77009, usa",77009
6.41E+11,1138436,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/7/2008,2009,2036,ADDISON,RD,2036 ADDISON RD,"2036 ADDISON RD, Houston, Texas",-95.4065131,29.7110751,"2036 addison rd, houston, tx 77030, usa",77030
5.81E+11,1134507,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/15/2008,2009,111,HAMILTON,ST,111 HAMILTON ST,"111 HAMILTON ST, Houston, Texas",-95.3519039,29.759007,"111 hamilton st, houston, tx 77002, usa",77002
7.72E+11,1354607,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/30/2013,2014,9910,OBOE,DR,9910 OBOE DR,"9910 OBOE DR, Houston, Texas",-95.445427,29.674983,"9910 oboe dr, houston, tx 77025, usa",77025
6.70E+11,1421724,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/27/2014,2015,1653,ELMVIEW,DR,1653 ELMVIEW DR,"1653 ELMVIEW DR, Houston, Texas",-95.5295368,29.8028696,"1653 elmview dr, houston, tx 77080, usa",77080
6.60E+11,1417393,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,9/16/2014,2015,835,42ND,ST,835 42ND ST,"835 42ND ST, Houston, Texas",-95.4174167,29.8247918,"835 w 42nd st, houston, tx 77018, usa",77018
2.02E+11,6,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/14/2013,2014,1010,NICHOLSON,ST,1010 NICHOLSON ST,"1010 NICHOLSON ST, Houston, Texas",-95.4053654,29.7891434,"1010 nicholson st, houston, tx 77008, usa",77008
5.23E+11,1230936,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,5/24/2010,2011,1601,BRANARD,ST,1601 BRANARD ST,"1601 BRANARD ST, Houston, Texas",-95.399496,29.736673,"1601 branard st, houston, tx 77006, usa",77006
3.00E+11,1136214,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Commercial Demolition,2/7/2008,2009,3410,JEFFERSON,ST,3410 JEFFERSON ST,"3410 JEFFERSON ST, Houston, Texas",-95.3486956,29.7387929,"3410 jefferson st, houston, tx 77003, usa",77003
7.31E+11,1348549,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/5/2013,2014,1705,WOODCREST,DR,1705 WOODCREST DR,"1705 WOODCREST DR, Houston, Texas",-95.4421771,29.8225592,"1705 woodcrest dr, houston, tx 77018, usa",77018
9.50E+11,1127339,CITY OF HOUSTON,Complete,DEMO RES SEWER DISC,Residential Demolition,10/25/2007,2008,12507,BARRYKNOLL,LN,12507 BARRYKNOLL LN,"12507 BARRYKNOLL LN, Houston, Texas",-95.5506948,29.7785418,"12507 barryknoll ln, houston, tx 77024, usa",77024
7.31E+11,1366270,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/7/2013,2014,1703,LAMONTE,LN,1703 LAMONTE LN,"1703 LAMONTE LN, Houston, Texas",-95.4426683,29.826641,"1703 lamonte ln, houston, tx 77018, usa",77018
7.52E+11,1227754,CITY OF HOUSTON,Complete,DEMO GARG/NO SWR DISC NEEDED,Residential Demolition,4/14/2010,2011,1527,ANTOINE,DR,1527 ANTOINE DR,"1527 ANTOINE DR, Houston, Texas",-95.4760656,29.7979426,"1527 antoine dr, houston, tx 77055, usa",77055
1.33E+11,4,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,7/6/2012,2013,3101,SMITH,ST,3101 SMITH ST,"3101 SMITH ST, Houston, Texas",-95.3799278,29.743643,"3101 smith st, houston, tx 77006, usa",77006
7.00E+11,1215555,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/5/2010,2011,2002,JOHANNA,DR,2002 JOHANNA DR,"2002 JOHANNA DR, Houston, Texas",-95.4823074,29.8071097,"2002 johanna dr, houston, tx 77055, usa",77055
7.31E+11,1395408,CITY OF HOUSTON,Complete,DEMO RES/DEWER DISC,Residential Demolition,4/4/2014,2015,1910,EBONY,LN,1910 EBONY LN,"1910 EBONY LN, Houston, Texas",-95.4463936,29.8220703,"1910 ebony ln, houston, tx 77018, usa",77018
7.30E+11,1381696,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/31/2013,2015,4022,DUMBARTON,ST,4022 DUMBARTON ST,"4022 DUMBARTON ST, Houston, Texas",-95.4413994,29.698844,"4022 dumbarton st, houston, tx 77025, usa",77025
1.71E+11,1282006,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/25/2011,2012,2233,RUSSELL,ST,2233 RUSSELL ST,"2233 RUSSELL ST, Houston, Texas",-95.3311074,29.7827205,"2233 russell st, houston, tx 77026, usa",77026
1.42E+11,977170,CITY OF HOUSTON,Complete,DANGEROUS BLDG. REPAIR-RESIDENCE,Residential Demolition,4/25/2005,2006,3023,NEWHOFF,ST,3023 NEWHOFF ST,"3023 NEWHOFF ST, Houston, Texas",-95.3385403,29.7853879,"3023 newhoff st, houston, tx 77026, usa",77026
7.51E+11,1196242,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/1/2009,2010,2214,BLALOCK,RD,2214 BLALOCK RD,"2214 BLALOCK RD, Houston, Texas",-95.5241255,29.8127421,"2214 blalock rd, houston, tx 77080, usa",77080
9.53E+11,1368011,CITY OF HOUSTON,Complete,RESIDENTIAL INTERIOR DEMO FOR FUTURE REMODEL,Residential Demolition,8/29/2013,2014,12410,BROKEN ARROW,ST,12410 BROKEN ARROW ST,"12410 BROKEN ARROW ST, Houston, Texas",-95.547537,29.7738497,"12410 broken arrow st, houston, tx 77024, usa",77024
3.33E+11,1250411,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/29/2010,2011,5319,JACKSON,ST,5319 JACKSON ST,"5319 JACKSON ST, Houston, Texas",-95.3821155,29.7235935,"5319 jackson st, houston, tx 77004, usa",77004
6.91E+11,1277337,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,7/8/2011,2012,3855,RUTH,ST,3855 RUTH ST,"3855 RUTH ST, Houston, Texas",-95.350916,29.717214,"3855 ruth st, houston, tx 77004, usa",77004
9.74E+11,1127158,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,Residential Demolition,10/2/2007,2008,14011,KINGSRIDE,LN,14011 KINGSRIDE LN,"14011 KINGSRIDE LN, Houston, Texas",-95.5909613,29.7796666,"14011 kingsride ln, houston, tx 77079, usa",77079
8.34E+11,1361903,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/3/2013,2014,1831,WILLOWMOSS,CT,1831 WILLOWMOSS CT,"1831 WILLOWMOSS CT, Houston, Texas",-95.4411947,29.8030797,"1831 willowmoss ct, houston, tx 77008, usa",77008
6.60E+11,1260096,CITY OF HOUSTON,Complete,DEMO,Residential Demolition,2/8/2011,2013,8304,LAVENDER,ST,8304 LAVENDER ST,"8304 LAVENDER ST, Houston, Texas",-95.3212175,29.8359511,"8304 lavender st, houston, tx 77016, usa",77016
1.41E+11,1125483,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/5/2007,2008,810,HYDE PARK,BL,810 HYDE PARK BL,"810 HYDE PARK BL, Houston, Texas",-95.390127,29.747634,"810 hyde park blvd, houston, tx 77006, usa",77006
5.41E+11,1319930,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,8/7/2012,2013,6531,RODRIGO,ST,6531 RODRIGO ST,"6531 RODRIGO ST, Houston, Texas",-95.428969,29.773153,"6531 rodrigo st, houston, tx 77007, usa",77007
6.01E+11,1310419,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/31/2012,2013,3219,ELLA LEE,LN,3219 ELLA LEE LN,"3219 ELLA LEE LN, Houston, Texas",-95.4237592,29.7448571,"3219 ella lee ln, houston, tx 77019, usa",77019
2.02E+11,1364061,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/30/2013,2014,1408,OXFORD,ST,1408 OXFORD ST,"1408 OXFORD ST, Houston, Texas",-95.3919306,29.7967082,"1408 oxford st, houston, tx 77008, usa",77008
1.04E+12,1358767,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/28/2013,2014,10319,LYNBROOK,DR,10319 LYNBROOK DR,"10319 LYNBROOK DR, Houston, Texas",-95.5757328,29.751743,"10319 lynbrook dr, houston, tx 77042, usa",77042
6.01E+11,1127131,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,Residential Demolition,9/27/2007,2008,2103,MILFORD,ST,2103 MILFORD ST,"2103 MILFORD ST, Houston, Texas",-95.4093974,29.7284385,"2103 milford st, houston, tx 77098, usa",77098
7.31E+11,1341968,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/4/2013,2014,1715,DE MILO,DR,1715 DE MILO DR,"1715 DE MILO DR, Houston, Texas",-95.4425455,29.8330467,"1715 de milo dr, houston, tx 77018, usa",77018
2.51E+11,1228346,CITY OF HOUSTON,Complete,DEMO RES./ SEWER DISCONNECT,Residential Demolition,4/21/2010,2011,7812,CANAL,ST,7812 CANAL ST,"7812 CANAL ST, Houston, Texas",-95.2841687,29.7343768,"7812 canal st, houston, tx 77012, usa",77012
6.31E+11,1146867,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,6/25/2008,2009,2209,PINE TREE,DR,2209 PINE TREE DR,"2209 PINE TREE DR, Houston, Texas",-95.350123,29.870035,"2209 pine tree dr, houston, tx 77093, usa",77093
4.40E+11,1126092,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/14/2007,2008,2503,GREENS,RD,2503 GREENS RD,"2503 GREENS RD, Houston, Texas",-95.352463,29.951791,"2503 greens rd, houston, tx 77032, usa",77032
7.30E+11,1125648,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/4/2007,2008,6001,CYPRESS,ST,6001 CYPRESS ST,"6001 CYPRESS ST, Houston, Texas",-95.497179,29.6892368,"6001 cypress st, houston, tx 77074, usa",77074
7.62E+11,1395864,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/11/2014,2015,3214,CLOVERDALE,ST,3214 CLOVERDALE ST,"3214 CLOVERDALE ST, Houston, Texas",-95.4280971,29.6834161,"3214 cloverdale st, houston, tx 77025, usa",77025
7.80E+11,1126686,CITY OF HOUSTON,Complete,DEMO RES SEWER DISC,Residential Demolition,8/11/2007,2008,5654,INWOOD,DR,5654 INWOOD DR,"5654 INWOOD DR, Houston, Texas",-95.4761837,29.7471901,"5654 inwood dr, houston, tx 77056, usa",77056
1.41E+11,1079203,CITY OF HOUSTON,Complete,APARTMENT REPAIRS PER SPEC LIST (10 UNITS) 1-2-5-R,Commercial Demolition,2/5/2007,2008,2300,STANFORD,ST,2300 STANFORD ST,"2300 STANFORD ST, Houston, Texas",-95.3890617,29.7486599,"2300 stanford st, houston, tx 77006, usa",77006
2.72E+11,1176024,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/31/2008,2009,2102,MAURY,ST,2102 MAURY ST,"2102 MAURY ST, Houston, Texas",-95.3495,29.780718,"2102 maury st, houston, tx 77026, usa",77026
6.51E+11,1274187,CITY OF HOUSTON,Complete,DEMORES/SEWER DISC,Residential Demolition,6/9/2011,2012,5433,MINDEN,ST,5433 MINDEN ST,"5433 MINDEN ST, Houston, Texas",-95.315614,29.807767,"5433 minden st, houston, tx 77026, usa",77026
6.90E+11,1261250,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/24/2011,2012,786,GRANVILLE,DR,786 GRANVILLE DR,"786 GRANVILLE DR, Houston, Texas",-95.4174167,29.8633731,"786 granville dr, houston, tx 77091, usa",77091
3.32E+11,1214148,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/9/2009,2011,1813,JENSEN,DR,1813 JENSEN DR,"1813 JENSEN DR, Houston, Texas",-95.342136,29.777875,"1813 jensen dr, houston, tx 77026, usa",77026
1.16E+12,1299048,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,2/8/2012,2013,7654,FM 1960,NA,7654 FM 1960 NA,"7654 FM 1960 NA, Houston, Texas",-95.5429224,29.964146,"7654 fm 1960, houston, tx 77070, usa",77070
3.70E+11,1199053,CITY OF HOUSTON,Complete,DEMO GARAGE APT/SEWER DISC,Residential Demolition,7/8/2009,2010,2414,ALBANS,ST,2414 ALBANS ST,"2414 ALBANS ST, Houston, Texas",-95.4156572,29.7241683,"2414 albans rd, houston, tx 77005, usa",77005
9.75E+11,1,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,8/17/2009,2010,6315,TEJAS,NA,6315 TEJAS NA,"6315 TEJAS NA, Houston, Texas",-95.494728,29.715735,"6315 gulfton st, houston, tx 77081, usa",77081
7.21E+11,1193306,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/22/2009,2010,23,RIVERCREST,DR,23 RIVERCREST DR,"23 RIVERCREST DR, Houston, Texas",-95.5427392,29.7457776,"23 e rivercrest dr, houston, tx 77042, usa",77042
9.33E+11,1329915,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/26/2012,2013,8200,CARVEL,LN,8200 CARVEL LN,"8200 CARVEL LN, Houston, Texas",-95.5290038,29.6977727,"8200 carvel ln, houston, tx 77036, usa",77036
2.72E+11,1116749,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,1/1/2008,2008,1610,HARRINGTON,ST,1610 HARRINGTON ST,"1610 HARRINGTON ST, Houston, Texas",-95.351597,29.776369,"1610 harrington st, houston, tx 77009, usa",77009
6.02E+11,1200586,CITY OF HOUSTON,Complete,DEMO RES GARAGE,Residential Demolition,7/31/2009,2010,2198,TROON,RD,2198 TROON RD,"2198 TROON RD, Houston, Texas",-95.4129568,29.7577466,"2198 troon rd, houston, tx 77019, usa",77019
3.81E+11,1207845,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,10/6/2009,2010,409,CAYLOR,ST,409 CAYLOR ST,"409 CAYLOR ST, Houston, Texas",-95.314542,29.738904,"409 caylor st, houston, tx 77011, usa",77011
6.11E+11,1354094,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/22/2013,2014,2411,BINZ,ST,2411 BINZ ST,"2411 BINZ ST, Houston, Texas",-95.377123,29.718301,"2411 binz st, houston, tx 77004, usa",77004
4.10E+11,1254179,CITY OF SEABROOK,Complete,DEMOLITION RESIDENTIAL,Residential Demolition,8/3/2010,2013,4014,TODVILLE,NA,4014 TODVILLE NA,"4014 TODVILLE NA, Houston, Texas",-95.0051508,29.5786647,"4014 todville rd, seabrook, tx 77586, usa",77586
7.61E+11,1190645,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/11/2009,2010,4106,SUE ELLEN,ST,4106 SUE ELLEN ST,"4106 SUE ELLEN ST, Houston, Texas",-95.3095766,29.6991739,"4106 sue ellen st, houston, tx 77087, usa",77087
7.72E+11,1,CITY OF BELLAIRE,Complete,Demolition,Residential Demolition,12/31/2003,2005,1115,COLONIAL,NA,1115 COLONIAL NA,"1115 COLONIAL NA, Houston, Texas",-95.3698028,29.7604267,"houston, tx, usa","on, tx"
8.43E+11,1287743,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/19/2011,2012,5115,CAREW,ST,5115 CAREW ST,"5115 CAREW ST, Houston, Texas",-95.4689139,29.6880129,"5115 carew st, houston, tx 77096, usa",77096
3.51E+11,1329616,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/23/2012,2013,607,29TH,ST,607 29TH ST,"607 29TH ST, Houston, Texas",-95.3917329,29.8133208,"607 e 29th st, houston, tx 77008, usa",77008
7.52E+11,1125499,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,Residential Demolition,3/7/2007,2008,5390,HUCKLEBERRY,LN,5390 HUCKLEBERRY LN,"5390 HUCKLEBERRY LN, Houston, Texas",-95.4684839,29.7515668,"5390 huckleberry ln, houston, tx 77056, usa",77056
5.82E+11,1423584,CITY OF HOUSTON,Complete,DEMO DUPLEX/SEWER DISC,Residential Demolition,11/7/2014,2015,6331,ENGLAND,ST,6331 ENGLAND ST,"6331 ENGLAND ST, Houston, Texas",-95.354943,29.695936,"6331 england st, houston, tx 77021, usa",77021
9.36E+11,1378944,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/27/2013,2014,12723,COBBLESTONE,DR,12723 COBBLESTONE DR,"12723 COBBLESTONE DR, Houston, Texas",-95.5577287,29.7705596,"12723 cobblestone dr, houston, tx 77024, usa",77024
6.70E+11,1352469,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/3/2013,2014,2308,NORTH,BL,2308 NORTH BL,"2308 NORTH BL, Houston, Texas",-95.4132841,29.7280546,"2308 north blvd, houston, tx 77098, usa",77098
5.21E+11,1309341,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/16/2012,2013,1805,PARK,ST,1805 PARK ST,"1805 PARK ST, Houston, Texas",-95.40277,29.7498183,"1805 park st, houston, tx 77019, usa",77019
2.32E+11,18,CITY OF LAPORTE,Complete,DEMO - 410 N 11TH ST,Commercial Demolition,12/4/2012,2014,410,11TH ST,NA,410 11TH ST NA,"410 11TH ST NA, Houston, Texas",-95.4016674,29.7904141,"410 w 11th st, houston, tx 77008, usa",77008
7.31E+11,1235172,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/17/2010,2011,6815,LANDOR,ST,6815 LANDOR ST,"6815 LANDOR ST, Houston, Texas",-95.306003,29.830553,"6815 landor st, houston, tx 77028, usa",77028
2.00E+11,15,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC,Commercial Demolition,12/28/2010,2012,412,26TH,ST,412 26TH ST,"412 26TH ST, Houston, Texas",-95.404212,29.8097673,"412 w 26th st, houston, tx 77008, usa",77008
3.71E+11,1246631,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/12/2010,2011,5100,GULFTON,ST,5100 GULFTON ST,"5100 GULFTON ST, Houston, Texas",-95.4690782,29.7177906,"5100 gulfton st, houston, tx 77081, usa",77081
7.52E+11,1287669,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/19/2011,2012,6525,CLAWSON,ST,6525 CLAWSON ST,"6525 CLAWSON ST, Houston, Texas",-95.4658117,29.7934663,"6525 clawson st, houston, tx 77055, usa",77055
